As Of,NAV per Share,Daily NAV Change,Daily NAV Change %
14/Feb/2020,43.70,0.30,0.69
13/Feb/2020,43.40,0.48,1.12
12/Feb/2020,42.92,0.18,0.42
11/Feb/2020,42.74,0.65,1.54
10/Feb/2020,42.09,0.31,0.74
07/Feb/2020,41.78,-0.12,-0.29
06/Feb/2020,41.90,0.01,0.02
05/Feb/2020,41.89,0.35,0.84
04/Feb/2020,41.54,1.07,2.64
03/Feb/2020,40.47,0.10,0.25
31/Jan/2020,40.37,-0.11,-0.27
30/Jan/2020,40.48,-0.31,-0.76
29/Jan/2020,40.79,0.36,0.89
28/Jan/2020,40.43,0.28,0.70
27/Jan/2020,40.15,-1.29,-3.11
24/Jan/2020,41.44,0.57,1.39
23/Jan/2020,40.87,-0.37,-0.90
22/Jan/2020,41.24,0.50,1.23
21/Jan/2020,40.74,-0.20,-0.49
20/Jan/2020,40.94,0.09,0.22
17/Jan/2020,40.85,0.27,0.67
16/Jan/2020,40.58,0.26,0.64
15/Jan/2020,40.32,0.24,0.60
14/Jan/2020,40.08,-0.05,-0.12
13/Jan/2020,40.13,0.34,0.85
10/Jan/2020,39.79,0.31,0.79
09/Jan/2020,39.48,0.68,1.75
08/Jan/2020,38.80,0.26,0.67
07/Jan/2020,38.54,0.52,1.37
06/Jan/2020,38.02,-0.28,-0.73
03/Jan/2020,38.30,0.03,0.08
02/Jan/2020,38.27,0.82,2.19
31/Dec/2019,37.45,0.07,0.19
30/Dec/2019,37.38,-0.50,-1.32
27/Dec/2019,37.88,0.10,0.26
23/Dec/2019,37.78,0.18,0.48
20/Dec/2019,37.60,0.43,1.16
19/Dec/2019,37.17,0.00,0.00
18/Dec/2019,37.17,0.29,0.79
17/Dec/2019,36.88,0.00,0.00
16/Dec/2019,36.88,0.31,0.85
13/Dec/2019,36.57,0.27,0.74
12/Dec/2019,36.30,0.29,0.81
11/Dec/2019,36.01,-0.03,-0.08
10/Dec/2019,36.04,-0.25,-0.69
09/Dec/2019,36.29,0.08,0.22
06/Dec/2019,36.21,0.36,1.00
05/Dec/2019,35.85,0.02,0.06
04/Dec/2019,35.83,0.40,1.13
03/Dec/2019,35.43,-0.47,-1.31
02/Dec/2019,35.90,-0.85,-2.31
29/Nov/2019,36.75,-0.15,-0.41
28/Nov/2019,36.90,0.16,0.44
27/Nov/2019,36.74,0.23,0.63
26/Nov/2019,36.51,0.21,0.58
25/Nov/2019,36.30,0.47,1.31
22/Nov/2019,35.83,0.16,0.45
21/Nov/2019,35.67,-0.26,-0.72
20/Nov/2019,35.93,0.16,0.45
19/Nov/2019,35.77,0.08,0.22
18/Nov/2019,35.69,0.26,0.73
15/Nov/2019,35.43,0.16,0.45
14/Nov/2019,35.27,0.10,0.28
13/Nov/2019,35.17,-0.15,-0.42
12/Nov/2019,35.32,0.43,1.23
11/Nov/2019,34.89,0.04,0.11
08/Nov/2019,34.85,-0.25,-0.71
07/Nov/2019,35.10,0.20,0.57
06/Nov/2019,34.90,-0.12,-0.34
05/Nov/2019,35.02,0.10,0.29
04/Nov/2019,34.92,0.58,1.69
31/Oct/2019,34.34,-0.21,-0.61
30/Oct/2019,34.55,0.04,0.12
29/Oct/2019,34.51,-0.06,-0.17
28/Oct/2019,34.57,0.56,1.65
25/Oct/2019,34.01,0.36,1.07
24/Oct/2019,33.65,0.32,0.96
23/Oct/2019,33.33,-0.44,-1.30
22/Oct/2019,33.77,0.24,0.72
21/Oct/2019,33.53,-0.32,-0.95
18/Oct/2019,33.85,-0.42,-1.23
17/Oct/2019,34.27,0.02,0.06
16/Oct/2019,34.25,-0.41,-1.18
15/Oct/2019,34.66,0.18,0.52
14/Oct/2019,34.48,0.07,0.20
11/Oct/2019,34.41,0.41,1.21
10/Oct/2019,34.00,0.21,0.62
09/Oct/2019,33.79,-0.04,-0.12
08/Oct/2019,33.83,-0.38,-1.11
07/Oct/2019,34.21,0.06,0.18
04/Oct/2019,34.15,0.95,2.86
03/Oct/2019,33.20,-0.10,-0.30
02/Oct/2019,33.30,-1.00,-2.92
01/Oct/2019,34.30,0.37,1.09
30/Sept/2019,33.93,-0.35,-1.02
27/Sept/2019,34.28,-0.06,-0.17
26/Sept/2019,34.34,0.55,1.63
25/Sept/2019,33.79,-1.09,-3.13
24/Sept/2019,34.88,0.11,0.32
23/Sept/2019,34.77,-0.35,-1.00
20/Sept/2019,35.12,0.05,0.14
19/Sept/2019,35.07,0.20,0.57
18/Sept/2019,34.87,0.03,0.09
17/Sept/2019,34.84,0.00,0.00
16/Sept/2019,34.84,0.05,0.14
13/Sept/2019,34.79,-0.19,-0.54
12/Sept/2019,34.98,0.39,1.13
11/Sept/2019,34.59,0.33,0.96
10/Sept/2019,34.26,-0.86,-2.45
09/Sept/2019,35.12,-0.55,-1.54
06/Sept/2019,35.67,0.19,0.54
05/Sept/2019,35.48,0.13,0.37
04/Sept/2019,35.35,0.06,0.17
03/Sept/2019,35.29,-0.05,-0.14
02/Sept/2019,35.34,0.09,0.26
30/Aug/2019,35.25,0.27,0.77
29/Aug/2019,34.98,0.73,2.13
28/Aug/2019,34.25,-0.57,-1.64
27/Aug/2019,34.82,0.32,0.93
26/Aug/2019,34.50,-0.61,-1.74
23/Aug/2019,35.11,-0.17,-0.48
22/Aug/2019,35.28,-0.02,-0.06
21/Aug/2019,35.30,0.41,1.18
20/Aug/2019,34.89,-0.11,-0.31
19/Aug/2019,35.00,0.60,1.74
16/Aug/2019,34.40,0.13,0.38
14/Aug/2019,34.27,-0.55,-1.58
13/Aug/2019,34.82,0.59,1.72
12/Aug/2019,34.23,-0.53,-1.52
09/Aug/2019,34.76,0.20,0.58
08/Aug/2019,34.56,1.03,3.07
07/Aug/2019,33.53,-0.38,-1.12
06/Aug/2019,33.91,0.10,0.30
05/Aug/2019,33.81,-1.39,-3.95
02/Aug/2019,35.20,-0.96,-2.65
01/Aug/2019,36.16,0.15,0.42
31/Jul/2019,36.01,-0.01,-0.03
30/Jul/2019,36.02,-0.03,-0.08
29/Jul/2019,36.05,-0.46,-1.26
26/Jul/2019,36.51,0.43,1.19
25/Jul/2019,36.08,0.00,0.00
24/Jul/2019,36.08,0.31,0.87
23/Jul/2019,35.77,0.20,0.56
22/Jul/2019,35.57,-0.15,-0.42
19/Jul/2019,35.72,0.36,1.02
18/Jul/2019,35.36,-0.12,-0.34
17/Jul/2019,35.48,-0.06,-0.17
16/Jul/2019,35.54,0.24,0.68
15/Jul/2019,35.30,0.14,0.40
12/Jul/2019,35.16,0.00,0.00
11/Jul/2019,35.16,-0.12,-0.34
10/Jul/2019,35.28,0.62,1.79
09/Jul/2019,34.66,0.10,0.29
08/Jul/2019,34.56,0.12,0.35
05/Jul/2019,34.44,-0.25,-0.72
04/Jul/2019,34.69,0.17,0.49
03/Jul/2019,34.52,0.26,0.76
02/Jul/2019,34.26,-0.02,-0.06
01/Jul/2019,34.28,0.89,2.67
28/Jun/2019,33.39,-0.02,-0.06
27/Jun/2019,33.41,0.19,0.57
26/Jun/2019,33.22,-0.17,-0.51
25/Jun/2019,33.39,-0.19,-0.57
24/Jun/2019,33.58,-0.57,-1.67
21/Jun/2019,34.15,-0.42,-1.21
20/Jun/2019,34.57,0.54,1.59
19/Jun/2019,34.03,-0.01,-0.03
18/Jun/2019,34.04,0.56,1.67
17/Jun/2019,33.48,0.31,0.93
14/Jun/2019,33.17,-0.19,-0.57
13/Jun/2019,33.36,0.34,1.03
12/Jun/2019,33.02,-0.36,-1.08
11/Jun/2019,33.38,0.80,2.46
07/Jun/2019,32.58,0.79,2.49
06/Jun/2019,31.79,-0.04,-0.13
05/Jun/2019,31.83,0.81,2.61
04/Jun/2019,31.02,-0.38,-1.21
03/Jun/2019,31.40,-0.45,-1.41
31/May/2019,31.85,-0.28,-0.87
29/May/2019,32.13,-0.46,-1.41
28/May/2019,32.59,0.38,1.18
27/May/2019,32.21,-0.12,-0.37
24/May/2019,32.33,0.09,0.28
23/May/2019,32.24,-0.75,-2.27
22/May/2019,32.99,0.11,0.33
21/May/2019,32.88,0.35,1.08
20/May/2019,32.53,-0.81,-2.43
17/May/2019,33.34,-0.20,-0.60
16/May/2019,33.54,0.50,1.51
15/May/2019,33.04,0.57,1.76
14/May/2019,32.47,-0.05,-0.15
13/May/2019,32.52,-0.87,-2.61
10/May/2019,33.39,-0.18,-0.54
08/May/2019,33.57,-0.15,-0.44
07/May/2019,33.72,-0.06,-0.18
06/May/2019,33.78,-0.45,-1.31
03/May/2019,34.23,0.34,1.00
02/May/2019,33.89,-0.21,-0.62
30/Apr/2019,34.10,-0.22,-0.64
29/Apr/2019,34.32,0.51,1.51
26/Apr/2019,33.81,-0.30,-0.88
25/Apr/2019,34.11,0.23,0.68
24/Apr/2019,33.88,0.32,0.95
23/Apr/2019,33.56,0.89,2.72
18/Apr/2019,32.67,-0.22,-0.67
17/Apr/2019,32.89,-0.20,-0.60
16/Apr/2019,33.09,0.09,0.27
15/Apr/2019,33.00,0.17,0.52
12/Apr/2019,32.83,0.14,0.43
11/Apr/2019,32.69,-0.05,-0.15
10/Apr/2019,32.74,0.16,0.49
09/Apr/2019,32.58,0.25,0.77
08/Apr/2019,32.33,-0.23,-0.71
05/Apr/2019,32.56,-0.22,-0.67
04/Apr/2019,32.78,0.00,0.00
03/Apr/2019,32.78,0.41,1.27
02/Apr/2019,32.37,0.09,0.28
01/Apr/2019,32.28,0.37,1.16
29/Mar/2019,31.91,0.30,0.95
28/Mar/2019,31.61,-0.01,-0.03
27/Mar/2019,31.62,-0.30,-0.94
26/Mar/2019,31.92,0.46,1.46
25/Mar/2019,31.46,-0.65,-2.02
22/Mar/2019,32.11,0.06,0.19
21/Mar/2019,32.05,0.37,1.17
20/Mar/2019,31.68,0.07,0.22
19/Mar/2019,31.61,-0.01,-0.03
18/Mar/2019,31.62,0.19,0.60
15/Mar/2019,31.43,0.17,0.54
14/Mar/2019,31.26,-0.11,-0.35
13/Mar/2019,31.37,0.11,0.35
12/Mar/2019,31.26,0.17,0.55
11/Mar/2019,31.09,0.93,3.08
08/Mar/2019,30.16,-0.40,-1.31
07/Mar/2019,30.56,-0.34,-1.10
06/Mar/2019,30.90,0.17,0.55
05/Mar/2019,30.73,-0.43,-1.38
04/Mar/2019,31.16,0.34,1.10
01/Mar/2019,30.82,0.27,0.88
28/Feb/2019,30.55,0.13,0.43
27/Feb/2019,30.42,-0.03,-0.10
26/Feb/2019,30.45,-0.21,-0.68
25/Feb/2019,30.66,0.45,1.49
22/Feb/2019,30.21,0.25,0.83
21/Feb/2019,29.96,-0.36,-1.19
20/Feb/2019,30.32,0.21,0.70
19/Feb/2019,30.11,0.08,0.27
18/Feb/2019,30.03,0.06,0.20
15/Feb/2019,29.97,0.07,0.23
14/Feb/2019,29.90,-0.15,-0.50
13/Feb/2019,30.05,0.21,0.70
12/Feb/2019,29.84,0.33,1.12
11/Feb/2019,29.51,0.51,1.76
08/Feb/2019,29.00,-0.27,-0.92
07/Feb/2019,29.27,-0.28,-0.95
06/Feb/2019,29.55,0.08,0.27
05/Feb/2019,29.47,0.37,1.27
04/Feb/2019,29.10,0.48,1.68
01/Feb/2019,28.62,-0.15,-0.52
31/Jan/2019,28.77,0.76,2.71
30/Jan/2019,28.01,-0.02,-0.07
29/Jan/2019,28.03,0.02,0.07
28/Jan/2019,28.01,-0.39,-1.37
25/Jan/2019,28.40,0.52,1.87
24/Jan/2019,27.88,-0.10,-0.36
23/Jan/2019,27.98,0.02,0.07
22/Jan/2019,27.96,-0.28,-0.99
21/Jan/2019,28.24,0.28,1.00
18/Jan/2019,27.96,0.32,1.16
17/Jan/2019,27.64,-0.07,-0.25
16/Jan/2019,27.71,0.45,1.65
15/Jan/2019,27.26,0.58,2.17
14/Jan/2019,26.68,-0.38,-1.40
11/Jan/2019,27.06,0.41,1.54
10/Jan/2019,26.65,-0.25,-0.93
09/Jan/2019,26.90,0.27,1.01
08/Jan/2019,26.63,0.56,2.15
07/Jan/2019,26.07,0.69,2.72
04/Jan/2019,25.38,0.34,1.36
03/Jan/2019,25.04,-0.35,-1.38
02/Jan/2019,25.39,-0.22,-0.86
31/Dec/2018,25.61,0.22,0.87
28/Dec/2018,25.39,0.57,2.30
27/Dec/2018,24.82,0.04,0.16
21/Dec/2018,24.78,-0.48,-1.90
20/Dec/2018,25.26,-0.81,-3.11
19/Dec/2018,26.07,0.08,0.31
18/Dec/2018,25.99,-0.14,-0.54
17/Dec/2018,26.13,-0.85,-3.15
14/Dec/2018,26.98,-0.30,-1.10
13/Dec/2018,27.28,-0.06,-0.22
12/Dec/2018,27.34,0.13,0.48
11/Dec/2018,27.21,0.69,2.60
10/Dec/2018,26.52,-0.83,-3.03
07/Dec/2018,27.35,0.74,2.78
06/Dec/2018,26.61,-0.77,-2.81
05/Dec/2018,27.38,-0.79,-2.80
04/Dec/2018,28.17,-0.19,-0.67
03/Dec/2018,28.36,0.74,2.68
30/Nov/2018,27.62,0.13,0.47
29/Nov/2018,27.49,0.38,1.40
28/Nov/2018,27.11,0.49,1.84
27/Nov/2018,26.62,0.30,1.14
26/Nov/2018,26.32,0.40,1.54
23/Nov/2018,25.92,0.10,0.39
22/Nov/2018,25.82,0.06,0.23
21/Nov/2018,25.76,0.77,3.08
20/Nov/2018,24.99,-1.54,-5.80
19/Nov/2018,26.53,-0.73,-2.68
16/Nov/2018,27.26,0.31,1.15
15/Nov/2018,26.95,-0.09,-0.33
14/Nov/2018,27.04,0.03,0.11
13/Nov/2018,27.01,-0.34,-1.24
12/Nov/2018,27.35,-0.47,-1.69
09/Nov/2018,27.82,-0.71,-2.49
08/Nov/2018,28.53,0.44,1.57
07/Nov/2018,28.09,0.19,0.68
06/Nov/2018,27.90,0.21,0.76
05/Nov/2018,27.69,-0.59,-2.09
02/Nov/2018,28.28,0.48,1.73
31/Oct/2018,27.80,1.50,5.70
30/Oct/2018,26.30,-0.75,-2.77
29/Oct/2018,27.05,0.12,0.45
26/Oct/2018,26.93,-0.36,-1.32
25/Oct/2018,27.29,-0.58,-2.08
24/Oct/2018,27.87,0.33,1.20
23/Oct/2018,27.54,-0.44,-1.57
22/Oct/2018,27.98,-0.63,-2.20
19/Oct/2018,28.61,-0.27,-0.93
18/Oct/2018,28.88,-0.17,-0.59
17/Oct/2018,29.05,0.68,2.40
16/Oct/2018,28.37,0.48,1.72
15/Oct/2018,27.89,-0.50,-1.76
12/Oct/2018,28.39,0.53,1.90
11/Oct/2018,27.86,-0.50,-1.76
10/Oct/2018,28.36,-1.16,-3.93
09/Oct/2018,29.52,-0.31,-1.04
08/Oct/2018,29.83,-0.31,-1.03
05/Oct/2018,30.14,-0.70,-2.27
04/Oct/2018,30.84,-0.28,-0.90
03/Oct/2018,31.12,-0.22,-0.70
02/Oct/2018,31.34,-0.22,-0.70
01/Oct/2018,31.56,0.23,0.73
28/Sept/2018,31.33,0.10,0.32
27/Sept/2018,31.23,0.25,0.81
26/Sept/2018,30.98,0.18,0.58
25/Sept/2018,30.80,0.34,1.12
24/Sept/2018,30.46,-0.37,-1.20
21/Sept/2018,30.83,0.26,0.85
20/Sept/2018,30.57,-0.04,-0.13
19/Sept/2018,30.61,0.00,0.00
18/Sept/2018,30.61,-0.15,-0.49
17/Sept/2018,30.76,-0.39,-1.25
14/Sept/2018,31.15,0.07,0.23
13/Sept/2018,31.08,0.24,0.78
12/Sept/2018,30.84,-0.11,-0.36
11/Sept/2018,30.95,0.30,0.98
10/Sept/2018,30.65,-0.16,-0.52
07/Sept/2018,30.81,0.15,0.49
06/Sept/2018,30.66,-0.34,-1.10
05/Sept/2018,31.00,-0.51,-1.62
04/Sept/2018,31.51,0.06,0.19
03/Sept/2018,31.45,0.13,0.42
31/Aug/2018,31.32,-0.05,-0.16
30/Aug/2018,31.37,0.12,0.38
29/Aug/2018,31.25,0.18,0.58
28/Aug/2018,31.07,-0.13,-0.42
27/Aug/2018,31.20,0.34,1.10
24/Aug/2018,30.86,0.06,0.19
23/Aug/2018,30.80,0.58,1.92
22/Aug/2018,30.22,-0.20,-0.66
21/Aug/2018,30.42,0.21,0.70
20/Aug/2018,30.21,0.04,0.13
17/Aug/2018,30.17,-0.21,-0.69
16/Aug/2018,30.38,-0.44,-1.43
14/Aug/2018,30.82,-0.36,-1.15
13/Aug/2018,31.18,0.17,0.55
10/Aug/2018,31.01,0.20,0.65
09/Aug/2018,30.81,0.25,0.82
08/Aug/2018,30.56,0.10,0.33
07/Aug/2018,30.46,0.26,0.86
06/Aug/2018,30.20,0.12,0.40
03/Aug/2018,30.08,0.59,2.00
02/Aug/2018,29.49,0.09,0.31
01/Aug/2018,29.40,0.32,1.10
31/Jul/2018,29.08,-0.34,-1.16
30/Jul/2018,29.42,-1.12,-3.67
27/Jul/2018,30.54,0.26,0.86
26/Jul/2018,30.28,-0.11,-0.36
25/Jul/2018,30.39,-0.22,-0.72
24/Jul/2018,30.61,0.50,1.66
23/Jul/2018,30.11,-0.29,-0.95
20/Jul/2018,30.40,-0.21,-0.69
19/Jul/2018,30.61,-0.03,-0.10
18/Jul/2018,30.64,0.51,1.69
17/Jul/2018,30.13,-0.06,-0.20
16/Jul/2018,30.19,-0.06,-0.20
13/Jul/2018,30.25,0.28,0.93
12/Jul/2018,29.97,0.52,1.77
11/Jul/2018,29.45,-0.27,-0.91
10/Jul/2018,29.72,0.23,0.78
09/Jul/2018,29.49,0.40,1.38
06/Jul/2018,29.09,0.11,0.38
05/Jul/2018,28.98,0.00,0.00
04/Jul/2018,28.98,-0.23,-0.79
03/Jul/2018,29.21,0.06,0.21
02/Jul/2018,29.15,-0.20,-0.68
29/Jun/2018,29.35,0.39,1.35
28/Jun/2018,28.96,-0.61,-2.06
27/Jun/2018,29.57,0.25,0.85
26/Jun/2018,29.32,-0.02,-0.07
25/Jun/2018,29.34,-0.66,-2.20
22/Jun/2018,30.00,-0.63,-2.06
21/Jun/2018,30.63,-0.21,-0.68
20/Jun/2018,30.84,0.34,1.11
19/Jun/2018,30.50,-0.20,-0.65
18/Jun/2018,30.70,0.05,0.16
15/Jun/2018,30.65,0.07,0.23
14/Jun/2018,30.58,0.51,1.70
13/Jun/2018,30.07,0.32,1.08
12/Jun/2018,29.75,0.13,0.44
11/Jun/2018,29.62,0.25,0.85
08/Jun/2018,29.37,-0.32,-1.08
07/Jun/2018,29.69,0.04,0.13
06/Jun/2018,29.65,-0.31,-1.03
05/Jun/2018,29.96,0.51,1.73
04/Jun/2018,29.45,0.38,1.31
01/Jun/2018,29.07,0.06,0.21
31/May/2018,29.01,0.19,0.66
30/May/2018,28.82,-0.17,-0.59
29/May/2018,28.99,0.00,0.00
28/May/2018,28.99,0.11,0.38
25/May/2018,28.88,0.35,1.23
24/May/2018,28.53,0.20,0.71
23/May/2018,28.33,-0.07,-0.25
22/May/2018,28.40,0.04,0.14
18/May/2018,28.36,0.02,0.07
17/May/2018,28.34,0.05,0.18
16/May/2018,28.29,0.33,1.18
15/May/2018,27.96,-0.32,-1.13
14/May/2018,28.28,0.12,0.43
11/May/2018,28.16,0.28,1.00
09/May/2018,27.88,0.24,0.87
08/May/2018,27.64,0.18,0.66
07/May/2018,27.46,0.67,2.50
04/May/2018,26.79,0.10,0.37
03/May/2018,26.69,-0.16,-0.60
02/May/2018,26.85,0.47,1.78
30/Apr/2018,26.38,0.11,0.42
27/Apr/2018,26.27,0.42,1.62
26/Apr/2018,25.85,0.50,1.97
25/Apr/2018,25.35,-0.85,-3.24
24/Apr/2018,26.20,-0.02,-0.08
23/Apr/2018,26.22,-0.07,-0.27
20/Apr/2018,26.29,-0.16,-0.60
19/Apr/2018,26.45,0.04,0.15
18/Apr/2018,26.41,0.17,0.65
17/Apr/2018,26.24,0.44,1.71
16/Apr/2018,25.80,-0.27,-1.04
13/Apr/2018,26.07,-0.05,-0.19
12/Apr/2018,26.12,0.31,1.20
11/Apr/2018,25.81,0.21,0.82
10/Apr/2018,25.60,0.02,0.08
09/Apr/2018,25.58,-0.19,-0.74
06/Apr/2018,25.77,-0.18,-0.69
05/Apr/2018,25.95,0.93,3.72
04/Apr/2018,25.02,-0.47,-1.84
03/Apr/2018,25.49,0.10,0.39
29/Mar/2018,25.39,-0.26,-1.01
28/Mar/2018,25.65,-1.05,-3.93
27/Mar/2018,26.70,0.44,1.68
26/Mar/2018,26.26,-0.13,-0.49
23/Mar/2018,26.39,-0.43,-1.60
22/Mar/2018,26.82,-0.54,-1.97
21/Mar/2018,27.36,0.09,0.33
20/Mar/2018,27.27,0.22,0.81
19/Mar/2018,27.05,-0.52,-1.89
16/Mar/2018,27.57,0.07,0.25
15/Mar/2018,27.50,0.17,0.62
14/Mar/2018,27.33,-0.14,-0.51
13/Mar/2018,27.47,-0.15,-0.54
12/Mar/2018,27.62,0.31,1.14
09/Mar/2018,27.31,0.32,1.19
08/Mar/2018,26.99,0.52,1.96
07/Mar/2018,26.47,-0.04,-0.15
06/Mar/2018,26.51,0.54,2.08
05/Mar/2018,25.97,0.28,1.09
02/Mar/2018,25.69,-0.64,-2.43
01/Mar/2018,26.33,-0.37,-1.39
28/Feb/2018,26.70,0.13,0.49
27/Feb/2018,26.57,0.08,0.30
26/Feb/2018,26.49,0.43,1.65
23/Feb/2018,26.06,0.21,0.81
22/Feb/2018,25.85,-0.21,-0.81
21/Feb/2018,26.06,0.31,1.20
20/Feb/2018,25.75,0.20,0.78
19/Feb/2018,25.55,0.07,0.27
16/Feb/2018,25.48,0.32,1.27
15/Feb/2018,25.16,0.47,1.90
14/Feb/2018,24.69,0.39,1.60
13/Feb/2018,24.30,0.05,0.21
12/Feb/2018,24.25,0.18,0.75
09/Feb/2018,24.07,-0.56,-2.27
08/Feb/2018,24.63,-0.13,-0.53
07/Feb/2018,24.76,0.31,1.27
06/Feb/2018,24.45,-0.52,-2.08
05/Feb/2018,24.97,-0.43,-1.69
02/Feb/2018,25.40,-0.48,-1.85
01/Feb/2018,25.88,-0.01,-0.04
31/Jan/2018,25.89,0.24,0.94
30/Jan/2018,25.65,-0.69,-2.62
29/Jan/2018,26.34,0.40,1.54
26/Jan/2018,25.94,0.26,1.01
25/Jan/2018,25.68,-0.34,-1.31
24/Jan/2018,26.02,-0.20,-0.76
23/Jan/2018,26.22,0.31,1.20
22/Jan/2018,25.91,0.07,0.27
19/Jan/2018,25.84,0.12,0.47
18/Jan/2018,25.72,0.23,0.90
17/Jan/2018,25.49,-0.31,-1.20
16/Jan/2018,25.80,0.34,1.34
15/Jan/2018,25.46,-0.11,-0.43
12/Jan/2018,25.57,-0.05,-0.20
11/Jan/2018,25.62,0.01,0.04
10/Jan/2018,25.61,-0.29,-1.12
09/Jan/2018,25.90,0.15,0.58
08/Jan/2018,25.75,0.33,1.30
05/Jan/2018,25.42,0.17,0.67
04/Jan/2018,25.25,0.12,0.48
03/Jan/2018,25.13,0.47,1.91
02/Jan/2018,24.66,0.16,0.65
29/Dec/2017,24.50,-0.14,-0.57
28/Dec/2017,24.64,-0.01,-0.04
27/Dec/2017,24.65,-0.19,-0.76
22/Dec/2017,24.84,0.03,0.12
21/Dec/2017,24.81,-0.04,-0.16
20/Dec/2017,24.85,-0.22,-0.88
19/Dec/2017,25.07,0.00,0.00
18/Dec/2017,25.07,0.35,1.42
15/Dec/2017,24.72,0.02,0.08
14/Dec/2017,24.70,-0.06,-0.24
13/Dec/2017,24.76,0.02,0.08
12/Dec/2017,24.74,0.11,0.45
11/Dec/2017,24.63,-0.08,-0.32
08/Dec/2017,24.71,0.49,2.02
07/Dec/2017,24.22,0.29,1.21
06/Dec/2017,23.93,-0.12,-0.50
05/Dec/2017,24.05,-0.32,-1.31
04/Dec/2017,24.37,-0.05,-0.20
01/Dec/2017,24.42,-0.01,-0.04
30/Nov/2017,24.43,-0.64,-2.55
29/Nov/2017,25.07,-0.30,-1.18
28/Nov/2017,25.37,0.04,0.16
27/Nov/2017,25.33,-0.10,-0.39
24/Nov/2017,25.43,-0.10,-0.39
23/Nov/2017,25.53,-0.17,-0.66
22/Nov/2017,25.70,-0.08,-0.31
21/Nov/2017,25.78,0.34,1.34
20/Nov/2017,25.44,0.16,0.63
17/Nov/2017,25.28,0.09,0.36
16/Nov/2017,25.19,0.43,1.74
15/Nov/2017,24.76,-0.39,-1.55
14/Nov/2017,25.15,-0.13,-0.51
13/Nov/2017,25.28,0.05,0.20
10/Nov/2017,25.23,0.03,0.12
09/Nov/2017,25.20,-0.15,-0.59
08/Nov/2017,25.35,-0.07,-0.28
07/Nov/2017,25.42,0.07,0.28
06/Nov/2017,25.35,0.27,1.08
03/Nov/2017,25.08,0.20,0.80
02/Nov/2017,24.88,0.07,0.28
31/Oct/2017,24.81,0.09,0.36
30/Oct/2017,24.72,0.16,0.65
27/Oct/2017,24.56,0.53,2.21
26/Oct/2017,24.03,0.09,0.38
25/Oct/2017,23.94,0.01,0.04
24/Oct/2017,23.93,-0.13,-0.54
23/Oct/2017,24.06,0.09,0.38
20/Oct/2017,23.97,0.49,2.09
19/Oct/2017,23.48,-0.28,-1.18
18/Oct/2017,23.76,-0.08,-0.34
17/Oct/2017,23.84,0.05,0.21
16/Oct/2017,23.79,0.10,0.42
13/Oct/2017,23.69,0.03,0.13
12/Oct/2017,23.66,0.21,0.90
11/Oct/2017,23.45,0.01,0.04
10/Oct/2017,23.44,-0.05,-0.21
09/Oct/2017,23.49,0.06,0.26
06/Oct/2017,23.43,0.21,0.90
05/Oct/2017,23.22,0.13,0.56
04/Oct/2017,23.09,-0.03,-0.13
03/Oct/2017,23.12,0.03,0.13
02/Oct/2017,23.09,0.35,1.54
29/Sept/2017,22.74,0.23,1.02
28/Sept/2017,22.51,0.04,0.18
27/Sept/2017,22.47,0.21,0.94
26/Sept/2017,22.26,0.02,0.09
25/Sept/2017,22.24,-0.11,-0.49
22/Sept/2017,22.35,-0.11,-0.49
21/Sept/2017,22.46,-0.07,-0.31
20/Sept/2017,22.53,-0.03,-0.13
19/Sept/2017,22.56,-0.04,-0.18
18/Sept/2017,22.60,0.27,1.21
15/Sept/2017,22.33,-0.18,-0.80
14/Sept/2017,22.51,0.12,0.54
13/Sept/2017,22.39,0.04,0.18
12/Sept/2017,22.35,0.10,0.45
11/Sept/2017,22.25,0.30,1.37
08/Sept/2017,21.95,0.07,0.32
07/Sept/2017,21.88,-0.08,-0.36
06/Sept/2017,21.96,-0.14,-0.63
05/Sept/2017,22.10,0.04,0.18
04/Sept/2017,22.06,-0.09,-0.41
01/Sept/2017,22.15,0.01,0.05
31/Aug/2017,22.14,0.38,1.75
30/Aug/2017,21.76,0.49,2.30
29/Aug/2017,21.27,-0.21,-0.98
28/Aug/2017,21.48,-0.41,-1.87
25/Aug/2017,21.89,0.09,0.41
24/Aug/2017,21.80,-0.05,-0.23
23/Aug/2017,21.85,0.10,0.46
22/Aug/2017,21.75,0.25,1.16
21/Aug/2017,21.50,-0.01,-0.05
18/Aug/2017,21.51,-0.43,-1.96
17/Aug/2017,21.94,0.00,0.00
16/Aug/2017,21.94,0.36,1.67
14/Aug/2017,21.58,0.40,1.89
11/Aug/2017,21.18,-0.43,-1.99
10/Aug/2017,21.61,-0.24,-1.10
09/Aug/2017,21.85,0.06,0.28
08/Aug/2017,21.79,0.06,0.28
07/Aug/2017,21.73,0.10,0.46
04/Aug/2017,21.63,0.13,0.60
03/Aug/2017,21.50,-0.21,-0.97
02/Aug/2017,21.71,0.01,0.05
01/Aug/2017,21.70,-0.13,-0.60
31/Jul/2017,21.83,0.00,0.00
28/Jul/2017,21.83,-0.49,-2.20
27/Jul/2017,22.32,0.05,0.22
26/Jul/2017,22.27,0.23,1.04
25/Jul/2017,22.04,-0.09,-0.41
24/Jul/2017,22.13,0.14,0.64
21/Jul/2017,21.99,-0.25,-1.12
20/Jul/2017,22.24,0.01,0.04
