As Of,NAV per Share,Daily NAV Change,Daily NAV Change %
19/Feb/2010,7.97,--,--
18/Feb/2010,7.94,--,--
17/Feb/2010,7.90,--,--
16/Feb/2010,7.82,--,--
15/Feb/2010,7.78,--,--
12/Feb/2010,7.70,--,--
11/Feb/2010,7.66,--,--
10/Feb/2010,7.69,--,--
09/Feb/2010,7.61,--,--
08/Feb/2010,7.63,--,--
05/Feb/2010,7.52,--,--
04/Feb/2010,7.63,--,--
03/Feb/2010,7.69,--,--
02/Feb/2010,7.57,--,--
01/Feb/2010,7.50,--,--
29/Jan/2010,7.65,-0.04,-0.52
28/Jan/2010,7.69,--,--
27/Jan/2010,7.65,--,--
26/Jan/2010,7.63,--,--
25/Jan/2010,7.69,--,--
22/Jan/2010,7.79,--,--
21/Jan/2010,8.00,--,--
20/Jan/2010,7.95,--,--
19/Jan/2010,7.91,--,--
18/Jan/2010,7.85,--,--
15/Jan/2010,7.90,--,--
14/Jan/2010,7.89,--,--
13/Jan/2010,7.73,--,--
12/Jan/2010,7.80,--,--
11/Jan/2010,7.84,--,--
08/Jan/2010,7.91,--,--
07/Jan/2010,7.91,--,--
06/Jan/2010,7.98,--,--
05/Jan/2010,7.93,--,--
04/Jan/2010,7.89,--,--
31/Dec/2009,7.87,-0.01,-0.13
30/Dec/2009,7.88,--,--
29/Dec/2009,7.82,--,--
28/Dec/2009,7.85,--,--
23/Dec/2009,7.77,--,--
22/Dec/2009,7.73,--,--
21/Dec/2009,7.63,--,--
18/Dec/2009,7.53,--,--
17/Dec/2009,7.48,--,--
16/Dec/2009,7.46,--,--
15/Dec/2009,7.40,--,--
14/Dec/2009,7.36,--,--
11/Dec/2009,7.36,--,--
10/Dec/2009,7.31,--,--
09/Dec/2009,7.22,--,--
08/Dec/2009,7.22,--,--
07/Dec/2009,7.30,--,--
04/Dec/2009,7.27,--,--
03/Dec/2009,7.18,--,--
02/Dec/2009,7.14,--,--
01/Dec/2009,7.11,--,--
30/Nov/2009,7.00,-0.01,-0.14
27/Nov/2009,7.01,--,--
26/Nov/2009,7.11,--,--
25/Nov/2009,7.11,--,--
24/Nov/2009,7.12,--,--
23/Nov/2009,7.13,--,--
20/Nov/2009,7.07,--,--
19/Nov/2009,7.11,--,--
18/Nov/2009,7.20,--,--
17/Nov/2009,7.24,--,--
16/Nov/2009,7.19,--,--
13/Nov/2009,7.11,--,--
12/Nov/2009,7.12,--,--
11/Nov/2009,7.04,--,--
10/Nov/2009,7.02,--,--
09/Nov/2009,6.94,--,--
06/Nov/2009,6.92,--,--
05/Nov/2009,6.85,--,--
04/Nov/2009,6.82,--,--
03/Nov/2009,6.77,--,--
02/Nov/2009,6.72,--,--
30/Oct/2009,6.86,0.02,0.29
29/Oct/2009,6.84,--,--
28/Oct/2009,6.84,--,--
27/Oct/2009,6.99,--,--
26/Oct/2009,7.04,--,--
23/Oct/2009,7.06,--,--
22/Oct/2009,6.97,--,--
21/Oct/2009,7.09,--,--
20/Oct/2009,7.06,--,--
19/Oct/2009,6.99,--,--
16/Oct/2009,7.01,--,--
15/Oct/2009,7.05,--,--
14/Oct/2009,7.08,--,--
13/Oct/2009,7.02,--,--
12/Oct/2009,7.06,--,--
09/Oct/2009,7.01,--,--
08/Oct/2009,6.94,--,--
07/Oct/2009,6.93,--,--
06/Oct/2009,6.88,--,--
05/Oct/2009,6.83,--,--
02/Oct/2009,6.81,--,--
01/Oct/2009,6.99,--,--
30/Sept/2009,6.98,-0.14,-1.97
29/Sept/2009,7.12,--,--
28/Sept/2009,7.01,--,--
25/Sept/2009,6.99,--,--
24/Sept/2009,7.07,--,--
23/Sept/2009,7.07,--,--
22/Sept/2009,7.04,--,--
21/Sept/2009,7.03,--,--
18/Sept/2009,7.08,--,--
17/Sept/2009,7.08,--,--
16/Sept/2009,7.05,--,--
15/Sept/2009,7.04,--,--
14/Sept/2009,6.98,--,--
11/Sept/2009,7.06,--,--
10/Sept/2009,7.01,--,--
09/Sept/2009,6.91,--,--
08/Sept/2009,6.93,--,--
07/Sept/2009,6.93,--,--
04/Sept/2009,6.86,--,--
03/Sept/2009,6.78,--,--
02/Sept/2009,6.81,--,--
01/Sept/2009,6.94,--,--
31/Aug/2009,6.89,-0.09,-1.29
28/Aug/2009,6.98,--,--
27/Aug/2009,6.90,--,--
26/Aug/2009,6.95,--,--
25/Aug/2009,6.91,--,--
24/Aug/2009,6.94,--,--
21/Aug/2009,6.81,--,--
20/Aug/2009,6.81,--,--
19/Aug/2009,6.70,--,--
18/Aug/2009,6.73,--,--
17/Aug/2009,6.75,--,--
14/Aug/2009,6.84,--,--
13/Aug/2009,6.81,--,--
12/Aug/2009,6.75,--,--
11/Aug/2009,6.79,--,--
10/Aug/2009,6.84,--,--
07/Aug/2009,6.78,--,--
06/Aug/2009,6.72,--,--
05/Aug/2009,6.74,--,--
04/Aug/2009,6.77,--,--
03/Aug/2009,6.77,--,--
31/Jul/2009,6.83,-0.05,-0.73
30/Jul/2009,6.88,--,--
29/Jul/2009,6.71,--,--
28/Jul/2009,6.68,--,--
27/Jul/2009,6.66,--,--
24/Jul/2009,6.59,--,--
23/Jul/2009,6.61,--,--
22/Jul/2009,6.57,--,--
21/Jul/2009,6.49,--,--
20/Jul/2009,6.48,--,--
17/Jul/2009,6.43,--,--
16/Jul/2009,6.45,--,--
15/Jul/2009,6.37,--,--
14/Jul/2009,6.23,--,--
13/Jul/2009,6.10,--,--
10/Jul/2009,6.14,--,--
09/Jul/2009,6.11,--,--
08/Jul/2009,6.07,--,--
07/Jul/2009,6.17,--,--
06/Jul/2009,6.20,--,--
03/Jul/2009,6.26,--,--
02/Jul/2009,6.25,--,--
01/Jul/2009,6.34,--,--
30/Jun/2009,6.36,0.05,0.79
29/Jun/2009,6.31,--,--
26/Jun/2009,6.28,--,--
25/Jun/2009,6.26,--,--
24/Jun/2009,6.19,--,--
22/Jun/2009,6.24,--,--
19/Jun/2009,6.34,--,--
18/Jun/2009,6.18,--,--
17/Jun/2009,6.25,--,--
16/Jun/2009,6.37,--,--
15/Jun/2009,6.41,--,--
12/Jun/2009,6.41,--,--
11/Jun/2009,6.47,--,--
10/Jun/2009,6.42,--,--
09/Jun/2009,6.39,--,--
08/Jun/2009,6.32,--,--
05/Jun/2009,6.34,--,--
04/Jun/2009,6.24,--,--
03/Jun/2009,6.18,--,--
02/Jun/2009,6.28,--,--
29/May/2009,6.05,-0.02,-0.33
28/May/2009,6.07,--,--
27/May/2009,6.11,--,--
26/May/2009,5.97,--,--
25/May/2009,5.93,--,--
22/May/2009,5.91,--,--
20/May/2009,6.22,--,--
19/May/2009,6.21,--,--
18/May/2009,6.14,--,--
15/May/2009,6.09,--,--
14/May/2009,5.96,--,--
13/May/2009,5.99,--,--
12/May/2009,6.08,--,--
11/May/2009,6.07,--,--
08/May/2009,6.20,--,--
07/May/2009,6.29,--,--
06/May/2009,6.43,--,--
05/May/2009,6.36,--,--
04/May/2009,6.34,--,--
30/Apr/2009,6.35,0.24,3.93
29/Apr/2009,6.11,--,--
28/Apr/2009,6.06,--,--
27/Apr/2009,6.10,--,--
24/Apr/2009,5.98,--,--
23/Apr/2009,6.00,--,--
22/Apr/2009,5.96,--,--
21/Apr/2009,5.91,--,--
20/Apr/2009,5.92,--,--
17/Apr/2009,6.00,--,--
16/Apr/2009,5.87,--,--
15/Apr/2009,5.71,--,--
14/Apr/2009,5.76,--,--
09/Apr/2009,5.79,--,--
08/Apr/2009,5.59,--,--
07/Apr/2009,5.56,--,--
06/Apr/2009,5.55,--,--
03/Apr/2009,5.60,--,--
02/Apr/2009,5.53,--,--
01/Apr/2009,5.24,--,--
31/Mar/2009,5.24,0.00,0.00
30/Mar/2009,5.24,--,--
27/Mar/2009,5.37,--,--
26/Mar/2009,5.27,--,--
25/Mar/2009,5.23,--,--
24/Mar/2009,5.16,--,--
23/Mar/2009,5.10,--,--
20/Mar/2009,5.04,--,--
19/Mar/2009,5.04,--,--
18/Mar/2009,5.10,--,--
17/Mar/2009,5.09,--,--
16/Mar/2009,5.07,--,--
13/Mar/2009,5.15,--,--
12/Mar/2009,5.06,--,--
11/Mar/2009,5.07,--,--
10/Mar/2009,4.81,--,--
09/Mar/2009,4.72,--,--
06/Mar/2009,4.78,--,--
05/Mar/2009,4.96,--,--
04/Mar/2009,4.96,--,--
03/Mar/2009,4.91,--,--
02/Mar/2009,4.99,--,--
27/Feb/2009,5.04,-0.01,-0.20
26/Feb/2009,5.05,--,--
25/Feb/2009,5.02,--,--
24/Feb/2009,4.92,--,--
23/Feb/2009,5.00,--,--
20/Feb/2009,5.08,--,--
19/Feb/2009,5.21,--,--
18/Feb/2009,5.29,--,--
17/Feb/2009,5.32,--,--
16/Feb/2009,5.45,--,--
13/Feb/2009,5.42,--,--
12/Feb/2009,5.35,--,--
11/Feb/2009,5.38,--,--
10/Feb/2009,5.51,--,--
09/Feb/2009,5.50,--,--
06/Feb/2009,5.52,--,--
05/Feb/2009,5.30,--,--
04/Feb/2009,5.37,--,--
03/Feb/2009,5.14,--,--
02/Feb/2009,5.14,--,--
30/Jan/2009,5.24,-0.01,-0.19
29/Jan/2009,5.25,--,--
28/Jan/2009,5.22,--,--
27/Jan/2009,5.14,--,--
26/Jan/2009,5.10,--,--
23/Jan/2009,5.07,--,--
22/Jan/2009,5.05,--,--
21/Jan/2009,5.08,--,--
20/Jan/2009,5.08,--,--
19/Jan/2009,5.15,--,--
16/Jan/2009,5.12,--,--
15/Jan/2009,5.09,--,--
14/Jan/2009,5.24,--,--
13/Jan/2009,5.35,--,--
12/Jan/2009,5.34,--,--
09/Jan/2009,5.31,--,--
08/Jan/2009,5.25,--,--
07/Jan/2009,5.43,--,--
06/Jan/2009,5.60,--,--
05/Jan/2009,5.37,--,--
02/Jan/2009,5.11,--,--
31/Dec/2008,5.07,0.14,2.84
30/Dec/2008,4.93,--,--
29/Dec/2008,4.88,--,--
23/Dec/2008,5.05,--,--
22/Dec/2008,5.03,--,--
19/Dec/2008,5.10,--,--
18/Dec/2008,4.95,--,--
17/Dec/2008,5.02,--,--
16/Dec/2008,5.11,--,--
15/Dec/2008,5.13,--,--
12/Dec/2008,5.14,--,--
11/Dec/2008,5.31,--,--
10/Dec/2008,5.42,--,--
09/Dec/2008,5.43,--,--
08/Dec/2008,5.30,--,--
05/Dec/2008,5.03,--,--
04/Dec/2008,5.25,--,--
03/Dec/2008,5.12,--,--
02/Dec/2008,5.04,--,--
01/Dec/2008,5.27,--,--
28/Nov/2008,5.39,0.02,0.37
27/Nov/2008,5.37,--,--
26/Nov/2008,5.14,--,--
25/Nov/2008,5.12,--,--
24/Nov/2008,5.04,--,--
21/Nov/2008,4.90,--,--
20/Nov/2008,4.94,--,--
19/Nov/2008,5.19,--,--
18/Nov/2008,5.20,--,--
17/Nov/2008,5.20,--,--
14/Nov/2008,5.32,--,--
13/Nov/2008,5.19,--,--
12/Nov/2008,5.45,--,--
11/Nov/2008,5.50,--,--
10/Nov/2008,5.73,--,--
07/Nov/2008,5.60,--,--
06/Nov/2008,5.69,--,--
05/Nov/2008,6.01,--,--
04/Nov/2008,6.01,--,--
03/Nov/2008,5.97,--,--
31/Oct/2008,5.88,0.02,0.34
30/Oct/2008,5.86,--,--
29/Oct/2008,5.60,--,--
28/Oct/2008,5.34,--,--
27/Oct/2008,5.42,--,--
24/Oct/2008,5.38,--,--
23/Oct/2008,5.53,--,--
22/Oct/2008,5.72,--,--
21/Oct/2008,5.93,--,--
20/Oct/2008,5.85,--,--
17/Oct/2008,5.66,--,--
16/Oct/2008,5.57,--,--
15/Oct/2008,5.82,--,--
14/Oct/2008,6.00,--,--
13/Oct/2008,5.69,--,--
10/Oct/2008,5.45,--,--
09/Oct/2008,5.72,--,--
08/Oct/2008,5.73,--,--
07/Oct/2008,5.93,--,--
06/Oct/2008,6.05,--,--
03/Oct/2008,6.32,--,--
02/Oct/2008,6.40,--,--
01/Oct/2008,6.56,--,--
30/Sept/2008,6.38,-0.11,-1.69
29/Sept/2008,6.49,--,--
26/Sept/2008,6.63,--,--
25/Sept/2008,6.66,--,--
24/Sept/2008,6.59,--,--
23/Sept/2008,6.66,--,--
22/Sept/2008,6.93,--,--
19/Sept/2008,6.94,--,--
18/Sept/2008,6.59,--,--
17/Sept/2008,6.82,--,--
16/Sept/2008,6.70,--,--
15/Sept/2008,6.95,--,--
12/Sept/2008,7.04,--,--
11/Sept/2008,7.08,--,--
10/Sept/2008,7.12,--,--
09/Sept/2008,7.25,--,--
08/Sept/2008,7.19,--,--
05/Sept/2008,7.07,--,--
04/Sept/2008,7.19,--,--
03/Sept/2008,7.35,--,--
02/Sept/2008,7.52,--,--
01/Sept/2008,7.40,--,--
29/Aug/2008,7.42,0.03,0.41
28/Aug/2008,7.39,--,--
27/Aug/2008,7.34,--,--
26/Aug/2008,7.38,--,--
25/Aug/2008,7.39,--,--
22/Aug/2008,7.35,--,--
21/Aug/2008,7.34,--,--
20/Aug/2008,7.39,--,--
19/Aug/2008,7.43,--,--
18/Aug/2008,7.49,--,--
14/Aug/2008,7.45,--,--
13/Aug/2008,7.46,--,--
12/Aug/2008,7.46,--,--
11/Aug/2008,7.41,--,--
08/Aug/2008,7.28,--,--
07/Aug/2008,7.10,--,--
06/Aug/2008,7.02,--,--
05/Aug/2008,6.88,--,--
04/Aug/2008,6.80,--,--
01/Aug/2008,6.80,--,--
31/Jul/2008,6.89,-0.06,-0.86
30/Jul/2008,6.95,--,--
29/Jul/2008,6.80,--,--
28/Jul/2008,6.81,--,--
25/Jul/2008,6.82,--,--
24/Jul/2008,6.91,--,--
23/Jul/2008,6.93,--,--
22/Jul/2008,6.77,--,--
21/Jul/2008,6.87,--,--
18/Jul/2008,6.80,--,--
17/Jul/2008,6.82,--,--
16/Jul/2008,6.66,--,--
15/Jul/2008,6.54,--,--
14/Jul/2008,6.69,--,--
11/Jul/2008,6.67,--,--
10/Jul/2008,6.75,--,--
09/Jul/2008,6.82,--,--
08/Jul/2008,6.88,--,--
07/Jul/2008,7.08,--,--
04/Jul/2008,6.91,--,--
03/Jul/2008,6.89,--,--
02/Jul/2008,7.06,--,--
01/Jul/2008,7.02,--,--
30/Jun/2008,7.09,-0.07,-0.98
27/Jun/2008,7.16,--,--
26/Jun/2008,7.35,--,--
25/Jun/2008,7.51,--,--
24/Jun/2008,7.44,--,--
20/Jun/2008,7.54,--,--
19/Jun/2008,7.62,--,--
18/Jun/2008,7.67,--,--
17/Jun/2008,7.78,--,--
16/Jun/2008,7.72,--,--
13/Jun/2008,7.72,--,--
12/Jun/2008,7.66,--,--
11/Jun/2008,7.58,--,--
10/Jun/2008,7.65,--,--
09/Jun/2008,7.66,--,--
06/Jun/2008,7.87,--,--
05/Jun/2008,7.93,--,--
04/Jun/2008,7.89,--,--
03/Jun/2008,7.91,--,--
02/Jun/2008,7.92,--,--
30/May/2008,7.93,0.07,0.89
29/May/2008,7.86,--,--
28/May/2008,7.74,--,--
27/May/2008,7.64,--,--
26/May/2008,7.57,--,--
23/May/2008,7.57,--,--
22/May/2008,7.58,--,--
21/May/2008,7.72,--,--
20/May/2008,7.77,--,--
19/May/2008,8.02,--,--
16/May/2008,7.98,--,--
15/May/2008,7.92,--,--
14/May/2008,7.95,--,--
13/May/2008,7.80,--,--
09/May/2008,7.73,--,--
08/May/2008,7.73,--,--
07/May/2008,7.81,--,--
06/May/2008,7.63,--,--
05/May/2008,7.72,--,--
02/May/2008,7.77,--,--
30/Apr/2008,7.53,0.03,0.40
29/Apr/2008,7.50,--,--
28/Apr/2008,7.47,--,--
25/Apr/2008,7.37,--,--
24/Apr/2008,7.25,--,--
23/Apr/2008,7.17,--,--
22/Apr/2008,7.08,--,--
21/Apr/2008,7.10,--,--
18/Apr/2008,7.09,--,--
17/Apr/2008,6.87,--,--
16/Apr/2008,6.79,--,--
15/Apr/2008,6.76,--,--
14/Apr/2008,6.77,--,--
11/Apr/2008,6.86,--,--
10/Apr/2008,6.88,--,--
09/Apr/2008,6.89,--,--
08/Apr/2008,6.93,--,--
07/Apr/2008,7.06,--,--
04/Apr/2008,6.97,--,--
03/Apr/2008,6.95,--,--
02/Apr/2008,6.98,--,--
01/Apr/2008,6.86,--,--
31/Mar/2008,6.74,-0.05,-0.74
28/Mar/2008,6.79,--,--
27/Mar/2008,6.79,--,--
26/Mar/2008,6.89,--,--
25/Mar/2008,7.01,--,--
20/Mar/2008,6.80,--,--
19/Mar/2008,6.75,--,--
18/Mar/2008,6.63,--,--
17/Mar/2008,6.56,--,--
14/Mar/2008,6.77,--,--
13/Mar/2008,6.72,--,--
12/Mar/2008,6.95,--,--
11/Mar/2008,6.90,--,--
10/Mar/2008,6.81,--,--
07/Mar/2008,6.93,--,--
06/Mar/2008,7.03,--,--
05/Mar/2008,7.04,--,--
04/Mar/2008,6.96,--,--
03/Mar/2008,6.95,--,--
29/Feb/2008,7.14,-0.15,-2.06
28/Feb/2008,7.29,--,--
27/Feb/2008,7.28,--,--
26/Feb/2008,7.33,--,--
25/Feb/2008,7.31,--,--
22/Feb/2008,7.28,--,--
21/Feb/2008,7.41,--,--
20/Feb/2008,7.32,--,--
19/Feb/2008,7.36,--,--
18/Feb/2008,7.33,--,--
15/Feb/2008,7.32,--,--
14/Feb/2008,7.47,--,--
13/Feb/2008,7.37,--,--
12/Feb/2008,7.28,--,--
11/Feb/2008,7.26,--,--
08/Feb/2008,7.22,--,--
07/Feb/2008,7.05,--,--
06/Feb/2008,7.21,--,--
05/Feb/2008,7.32,--,--
04/Feb/2008,7.41,--,--
01/Feb/2008,7.40,--,--
31/Jan/2008,7.24,-0.02,-0.28
30/Jan/2008,7.26,--,--
29/Jan/2008,7.31,--,--
28/Jan/2008,7.29,--,--
25/Jan/2008,7.62,--,--
24/Jan/2008,7.39,--,--
23/Jan/2008,7.09,--,--
22/Jan/2008,7.15,--,--
21/Jan/2008,7.46,--,--
18/Jan/2008,7.45,--,--
17/Jan/2008,7.53,--,--
16/Jan/2008,7.38,--,--
15/Jan/2008,7.59,--,--
14/Jan/2008,7.66,--,--
11/Jan/2008,7.68,--,--
10/Jan/2008,7.74,--,--
09/Jan/2008,7.81,--,--
08/Jan/2008,7.93,--,--
07/Jan/2008,7.98,--,--
04/Jan/2008,8.13,--,--
03/Jan/2008,8.36,--,--
02/Jan/2008,8.61,--,--
31/Dec/2007,8.65,--,--
28/Dec/2007,8.76,--,--
27/Dec/2007,8.90,--,--
21/Dec/2007,9.01,--,--
20/Dec/2007,8.89,--,--
19/Dec/2007,8.78,--,--
18/Dec/2007,8.76,--,--
17/Dec/2007,8.85,--,--
14/Dec/2007,8.90,--,--
13/Dec/2007,8.85,--,--
12/Dec/2007,9.02,--,--
11/Dec/2007,9.08,--,--
10/Dec/2007,8.98,--,--
07/Dec/2007,8.98,--,--
06/Dec/2007,8.92,--,--
05/Dec/2007,8.79,--,--
04/Dec/2007,8.67,--,--
03/Dec/2007,8.82,--,--
30/Nov/2007,8.89,0.04,0.45
29/Nov/2007,8.85,--,--
28/Nov/2007,8.72,--,--
27/Nov/2007,8.45,--,--
26/Nov/2007,8.59,--,--
23/Nov/2007,8.47,--,--
22/Nov/2007,8.44,--,--
21/Nov/2007,8.49,--,--
20/Nov/2007,8.76,--,--
19/Nov/2007,8.92,--,--
16/Nov/2007,8.90,--,--
15/Nov/2007,9.01,--,--
14/Nov/2007,9.09,--,--
13/Nov/2007,8.99,--,--
12/Nov/2007,9.03,--,--
09/Nov/2007,8.99,--,--
08/Nov/2007,9.33,--,--
07/Nov/2007,9.56,--,--
06/Nov/2007,9.71,--,--
05/Nov/2007,9.85,--,--
02/Nov/2007,9.89,--,--
31/Oct/2007,9.99,0.13,1.32
30/Oct/2007,9.86,--,--
29/Oct/2007,9.84,--,--
26/Oct/2007,9.75,--,--
25/Oct/2007,9.66,--,--
24/Oct/2007,9.76,--,--
23/Oct/2007,9.76,--,--
22/Oct/2007,9.68,--,--
19/Oct/2007,9.78,--,--
18/Oct/2007,9.77,--,--
17/Oct/2007,9.85,--,--
16/Oct/2007,9.79,--,--
15/Oct/2007,9.87,--,--
12/Oct/2007,9.90,--,--
11/Oct/2007,10.02,--,--
10/Oct/2007,9.97,--,--
09/Oct/2007,10.00,--,--
08/Oct/2007,9.89,--,--
05/Oct/2007,9.76,--,--
04/Oct/2007,9.72,--,--
03/Oct/2007,9.65,--,--
02/Oct/2007,9.68,--,--
01/Oct/2007,9.58,--,--
28/Sept/2007,9.52,-0.03,-0.31
27/Sept/2007,9.55,--,--
26/Sept/2007,9.54,--,--
25/Sept/2007,9.39,--,--
24/Sept/2007,9.50,--,--
21/Sept/2007,9.46,--,--
20/Sept/2007,9.49,--,--
19/Sept/2007,9.56,--,--
18/Sept/2007,9.37,--,--
17/Sept/2007,9.35,--,--
14/Sept/2007,9.34,--,--
13/Sept/2007,9.38,--,--
12/Sept/2007,9.41,--,--
11/Sept/2007,9.40,--,--
10/Sept/2007,9.37,--,--
07/Sept/2007,9.46,--,--
06/Sept/2007,9.63,--,--
05/Sept/2007,9.72,--,--
04/Sept/2007,9.72,--,--
03/Sept/2007,9.62,--,--
31/Aug/2007,9.58,0.06,0.63
30/Aug/2007,9.52,--,--
29/Aug/2007,9.32,--,--
28/Aug/2007,9.38,--,--
27/Aug/2007,9.46,--,--
24/Aug/2007,9.33,--,--
23/Aug/2007,9.39,--,--
22/Aug/2007,9.49,--,--
21/Aug/2007,9.38,--,--
20/Aug/2007,9.36,--,--
17/Aug/2007,9.30,--,--
16/Aug/2007,9.23,--,--
14/Aug/2007,9.59,--,--
13/Aug/2007,9.52,--,--
10/Aug/2007,9.46,--,--
09/Aug/2007,9.58,--,--
08/Aug/2007,9.44,--,--
07/Aug/2007,9.28,--,--
06/Aug/2007,9.23,--,--
03/Aug/2007,9.43,--,--
02/Aug/2007,9.55,--,--
01/Aug/2007,9.46,--,--
31/Jul/2007,9.73,0.09,0.93
30/Jul/2007,9.64,--,--
27/Jul/2007,9.79,--,--
26/Jul/2007,9.96,--,--
25/Jul/2007,10.16,--,--
24/Jul/2007,10.13,--,--
23/Jul/2007,10.22,--,--
20/Jul/2007,10.22,--,--
19/Jul/2007,10.31,--,--
18/Jul/2007,10.19,--,--
17/Jul/2007,10.24,--,--
16/Jul/2007,10.18,--,--
13/Jul/2007,10.15,--,--
12/Jul/2007,10.08,--,--
11/Jul/2007,9.96,--,--
10/Jul/2007,10.04,--,--
09/Jul/2007,10.08,--,--
06/Jul/2007,10.00,--,--
05/Jul/2007,9.95,--,--
04/Jul/2007,9.93,--,--
03/Jul/2007,9.92,--,--
02/Jul/2007,9.89,--,--
29/Jun/2007,10.02,-0.02,-0.20
28/Jun/2007,10.04,--,--
27/Jun/2007,9.97,--,--
26/Jun/2007,9.98,--,--
25/Jun/2007,10.00,--,--
22/Jun/2007,10.13,--,--
21/Jun/2007,10.04,--,--
20/Jun/2007,10.14,--,--
19/Jun/2007,10.10,--,--
18/Jun/2007,10.13,--,--
15/Jun/2007,10.11,--,--
14/Jun/2007,10.09,--,--
13/Jun/2007,9.93,--,--
12/Jun/2007,9.90,--,--
11/Jun/2007,9.97,--,--
08/Jun/2007,9.84,--,--
07/Jun/2007,9.85,--,--
06/Jun/2007,9.89,--,--
05/Jun/2007,9.92,--,--
04/Jun/2007,9.88,--,--
01/Jun/2007,10.04,--,--
31/May/2007,9.94,0.15,1.53
30/May/2007,9.79,--,--
29/May/2007,9.81,--,--
25/May/2007,9.73,--,--
24/May/2007,9.86,--,--
23/May/2007,9.99,--,--
22/May/2007,9.96,--,--
21/May/2007,9.91,--,--
18/May/2007,9.83,--,--
16/May/2007,9.71,--,--
15/May/2007,9.82,--,--
14/May/2007,9.91,--,--
11/May/2007,9.86,--,--
10/May/2007,9.88,--,--
09/May/2007,9.84,--,--
08/May/2007,9.83,--,--
07/May/2007,9.86,--,--
04/May/2007,9.90,--,--
03/May/2007,9.71,--,--
02/May/2007,9.67,--,--
30/Apr/2007,9.72,-0.05,-0.51
27/Apr/2007,9.77,--,--
26/Apr/2007,9.72,--,--
25/Apr/2007,9.64,--,--
24/Apr/2007,9.60,--,--
23/Apr/2007,9.61,--,--
20/Apr/2007,9.61,--,--
19/Apr/2007,9.58,--,--
18/Apr/2007,9.57,--,--
17/Apr/2007,9.66,--,--
16/Apr/2007,9.64,--,--
13/Apr/2007,9.53,--,--
12/Apr/2007,9.52,--,--
11/Apr/2007,9.61,--,--
10/Apr/2007,9.60,--,--
05/Apr/2007,9.62,--,--
04/Apr/2007,9.59,--,--
03/Apr/2007,9.51,--,--
02/Apr/2007,9.48,--,--
30/Mar/2007,9.56,0.02,0.21
29/Mar/2007,9.54,--,--
28/Mar/2007,9.55,--,--
27/Mar/2007,9.60,--,--
26/Mar/2007,9.64,--,--
23/Mar/2007,9.62,--,--
22/Mar/2007,9.54,--,--
21/Mar/2007,9.48,--,--
20/Mar/2007,9.45,--,--
19/Mar/2007,9.43,--,--
16/Mar/2007,9.35,--,--
15/Mar/2007,9.44,--,--
14/Mar/2007,9.35,--,--
13/Mar/2007,9.50,--,--
12/Mar/2007,9.50,--,--
09/Mar/2007,9.50,--,--
08/Mar/2007,9.52,--,--
07/Mar/2007,9.48,--,--
06/Mar/2007,9.47,--,--
05/Mar/2007,9.48,--,--
02/Mar/2007,9.51,--,--
01/Mar/2007,9.42,--,--
28/Feb/2007,9.49,-0.26,-2.67
27/Feb/2007,9.75,--,--
26/Feb/2007,9.98,--,--
23/Feb/2007,10.03,--,--
22/Feb/2007,10.09,--,--
21/Feb/2007,9.92,--,--
20/Feb/2007,9.89,--,--
19/Feb/2007,9.93,--,--
16/Feb/2007,9.87,--,--
15/Feb/2007,9.89,--,--
14/Feb/2007,9.76,--,--
13/Feb/2007,9.81,--,--
12/Feb/2007,9.82,--,--
09/Feb/2007,9.97,--,--
08/Feb/2007,9.89,--,--
07/Feb/2007,9.82,--,--
06/Feb/2007,9.81,--,--
05/Feb/2007,9.81,--,--
02/Feb/2007,9.75,--,--
01/Feb/2007,9.77,--,--
31/Jan/2007,9.64,-0.04,-0.41
30/Jan/2007,9.68,--,--
29/Jan/2007,9.69,--,--
26/Jan/2007,9.70,--,--
25/Jan/2007,9.81,--,--
24/Jan/2007,9.62,--,--
23/Jan/2007,9.54,--,--
22/Jan/2007,9.62,--,--
19/Jan/2007,9.62,--,--
18/Jan/2007,9.75,--,--
17/Jan/2007,9.91,--,--
16/Jan/2007,9.93,--,--
15/Jan/2007,9.97,--,--
12/Jan/2007,9.99,--,--
11/Jan/2007,9.92,--,--
10/Jan/2007,9.70,--,--
09/Jan/2007,9.69,--,--
08/Jan/2007,9.69,--,--
05/Jan/2007,9.60,--,--
04/Jan/2007,9.58,--,--
03/Jan/2007,9.52,--,--
02/Jan/2007,9.39,--,--
29/Dec/2006,9.53,--,--
28/Dec/2006,9.52,--,--
27/Dec/2006,9.55,--,--
22/Dec/2006,9.42,--,--
21/Dec/2006,9.53,--,--
20/Dec/2006,9.58,--,--
19/Dec/2006,9.51,--,--
18/Dec/2006,9.82,--,--
15/Dec/2006,9.78,--,--
14/Dec/2006,9.65,--,--
13/Dec/2006,9.50,--,--
12/Dec/2006,9.54,--,--
11/Dec/2006,9.64,--,--
08/Dec/2006,9.54,--,--
07/Dec/2006,9.71,--,--
06/Dec/2006,9.65,--,--
05/Dec/2006,9.64,--,--
04/Dec/2006,9.51,--,--
01/Dec/2006,9.60,--,--
30/Nov/2006,9.63,0.08,0.84
29/Nov/2006,9.55,--,--
28/Nov/2006,9.52,--,--
27/Nov/2006,9.79,--,--
24/Nov/2006,9.90,--,--
23/Nov/2006,9.99,--,--
22/Nov/2006,9.97,--,--
21/Nov/2006,9.95,--,--
20/Nov/2006,9.85,--,--
