As Of,NAV per Share,Daily NAV Change,Daily NAV Change %
02-Sep-11,8.21,-0.20,-2.38
01-Sep-11,8.41,0.05,0.60
31-Aug-11,8.36,0.11,1.33
30-Aug-11,8.25,0.14,1.73
29-Aug-11,8.11,0.28,3.58
26-Aug-11,7.83,-0.08,-1.01
25-Aug-11,7.91,-0.02,-0.25
24-Aug-11,7.93,0.19,2.45
23-Aug-11,7.74,0.05,0.65
22-Aug-11,7.69,-0.02,-0.26
19-Aug-11,7.71,-0.15,-1.91
18-Aug-11,7.86,-0.43,-5.19
17-Aug-11,8.29,-0.06,-0.72
16-Aug-11,8.35,0.06,0.72
12-Aug-11,8.29,0.18,2.22
11-Aug-11,8.11,-0.02,-0.25
10-Aug-11,8.13,0.11,1.37
09-Aug-11,8.02,-0.22,-2.67
08-Aug-11,8.24,-0.20,-2.37
05-Aug-11,8.44,-0.45,-5.06
04-Aug-11,8.89,-0.08,-0.89
03-Aug-11,8.97,-0.17,-1.86
02-Aug-11,9.14,-0.07,-0.76
01-Aug-11,9.21,0.16,1.77
29-Jul-11,9.05,-0.17,-1.84
28-Jul-11,9.22,-0.04,-0.43
27-Jul-11,9.26,-0.10,-1.07
26-Jul-11,9.36,-0.07,-0.74
25-Jul-11,9.43,0.03,0.32
22-Jul-11,9.40,0.04,0.43
21-Jul-11,9.36,-0.14,-1.47
20-Jul-11,9.50,0.10,1.06
19-Jul-11,9.40,0.07,0.75
18-Jul-11,9.33,-0.02,-0.21
15-Jul-11,9.35,-0.08,-0.85
14-Jul-11,9.43,-0.08,-0.84
13-Jul-11,9.51,0.00,0.00
12-Jul-11,9.51,-0.19,-1.96
11-Jul-11,9.70,0.09,0.94
08-Jul-11,9.61,-0.02,-0.21
07-Jul-11,9.63,0.10,1.05
06-Jul-11,9.53,0.11,1.17
05-Jul-11,9.42,0.03,0.32
04-Jul-11,9.39,0.13,1.40
01-Jul-11,9.26,0.04,0.43
30-Jun-11,9.22,0.04,0.44
29-Jun-11,9.18,0.06,0.66
28-Jun-11,9.12,0.07,0.77
27-Jun-11,9.05,-0.13,-1.42
24-Jun-11,9.18,0.13,1.44
22-Jun-11,9.05,0.09,1.00
21-Jun-11,8.96,0.10,1.13
20-Jun-11,8.86,-0.08,-0.89
17-Jun-11,8.94,-0.14,-1.54
16-Jun-11,9.08,-0.06,-0.66
15-Jun-11,9.14,0.05,0.55
14-Jun-11,9.09,-0.01,-0.11
10-Jun-11,9.10,-0.02,-0.22
09-Jun-11,9.12,0.04,0.44
08-Jun-11,9.08,-0.08,-0.87
07-Jun-11,9.16,-0.13,-1.40
06-Jun-11,9.29,-0.09,-0.96
03-Jun-11,9.38,-0.33,-3.40
01-Jun-11,9.71,0.06,0.62
31-May-11,9.65,0.02,0.21
30-May-11,9.63,-0.03,-0.31
27-May-11,9.66,0.09,0.94
26-May-11,9.57,0.01,0.10
25-May-11,9.56,-0.03,-0.31
24-May-11,9.59,-0.04,-0.42
23-May-11,9.63,-0.08,-0.82
20-May-11,9.71,0.02,0.21
19-May-11,9.69,0.07,0.73
18-May-11,9.62,0.02,0.21
17-May-11,9.60,-0.10,-1.03
16-May-11,9.70,-0.11,-1.12
13-May-11,9.81,0.03,0.31
12-May-11,9.78,-0.08,-0.81
11-May-11,9.86,0.08,0.82
10-May-11,9.78,0.01,0.10
09-May-11,9.77,0.14,1.45
06-May-11,9.63,0.13,1.37
05-May-11,9.50,0.14,1.50
04-May-11,9.36,-0.20,-2.09
03-May-11,9.56,-0.07,-0.73
02-May-11,9.63,0.07,0.73
29-Apr-11,9.56,0.01,0.10
28-Apr-11,9.55,-0.04,-0.42
27-Apr-11,9.59,0.03,0.31
26-Apr-11,9.56,-0.02,-0.21
21-Apr-11,9.58,0.11,1.16
20-Apr-11,9.47,0.12,1.28
19-Apr-11,9.35,0.05,0.54
18-Apr-11,9.30,-0.04,-0.43
15-Apr-11,9.34,0.04,0.43
14-Apr-11,9.30,-0.01,-0.11
13-Apr-11,9.31,0.08,0.87
12-Apr-11,9.23,-0.17,-1.81
11-Apr-11,9.40,-0.04,-0.42
08-Apr-11,9.44,-0.11,-1.15
07-Apr-11,9.55,-0.07,-0.73
06-Apr-11,9.62,-0.06,-0.62
05-Apr-11,9.68,0.02,0.21
04-Apr-11,9.66,-0.10,-1.02
01-Apr-11,9.76,0.11,1.14
31-Mar-11,9.65,-0.02,-0.21
30-Mar-11,9.67,0.17,1.79
29-Mar-11,9.50,0.00,0.00
28-Mar-11,9.50,-0.02,-0.21
25-Mar-11,9.52,0.21,2.26
24-Mar-11,9.31,0.16,1.75
23-Mar-11,9.15,-0.06,-0.65
22-Mar-11,9.21,0.00,0.00
21-Mar-11,9.21,0.18,1.99
18-Mar-11,9.03,-0.12,-1.31
17-Mar-11,9.15,-0.02,-0.22
16-Mar-11,9.17,0.09,0.99
15-Mar-11,9.08,-0.21,-2.26
14-Mar-11,9.29,-0.16,-1.69
11-Mar-11,9.45,-0.03,-0.32
10-Mar-11,9.48,-0.18,-1.86
09-Mar-11,9.66,-0.03,-0.31
08-Mar-11,9.69,-0.05,-0.51
07-Mar-11,9.74,-0.06,-0.61
04-Mar-11,9.80,0.04,0.41
03-Mar-11,9.76,0.07,0.72
02-Mar-11,9.69,-0.13,-1.32
01-Mar-11,9.82,-0.02,-0.20
28-Feb-11,9.84,0.04,0.41
25-Feb-11,9.80,0.12,1.24
24-Feb-11,9.68,-0.02,-0.21
23-Feb-11,9.70,-0.28,-2.81
22-Feb-11,9.98,-0.16,-1.58
21-Feb-11,10.14,-0.04,-0.39
18-Feb-11,10.18,0.00,0.00
17-Feb-11,10.18,-0.04,-0.39
16-Feb-11,10.22,0.03,0.29
15-Feb-11,10.19,-0.07,-0.68
14-Feb-11,10.26,0.20,1.99
11-Feb-11,10.06,0.09,0.90
10-Feb-11,9.97,-0.05,-0.50
09-Feb-11,10.02,-0.06,-0.60
08-Feb-11,10.08,-0.09,-0.88
07-Feb-11,10.17,0.12,1.19
04-Feb-11,10.05,0.12,1.21
03-Feb-11,9.93,0.09,0.91
02-Feb-11,9.84,0.03,0.31
01-Feb-11,9.81,0.19,1.98
31-Jan-11,9.62,-0.21,-2.14
28-Jan-11,9.83,0.01,0.10
27-Jan-11,9.82,0.03,0.31
26-Jan-11,9.79,0.04,0.41
25-Jan-11,9.75,0.09,0.93
24-Jan-11,9.66,-0.16,-1.63
21-Jan-11,9.82,-0.02,-0.20
20-Jan-11,9.84,-0.19,-1.89
19-Jan-11,10.03,-0.04,-0.40
18-Jan-11,10.07,-0.08,-0.79
17-Jan-11,10.15,0.13,1.30
14-Jan-11,10.02,0.02,0.20
13-Jan-11,10.00,-0.20,-1.96
12-Jan-11,10.20,-0.02,-0.20
11-Jan-11,10.22,0.13,1.29
10-Jan-11,10.09,-0.01,-0.10
07-Jan-11,10.10,0.10,1.00
06-Jan-11,10.00,0.17,1.73
05-Jan-11,9.83,-0.02,-0.20
04-Jan-11,9.85,-0.04,-0.40
03-Jan-11,9.89,0.19,1.96
31-Dec-10,9.70,-0.10,-1.02
30-Dec-10,9.80,-0.11,-1.11
29-Dec-10,9.91,0.00,0.00
28-Dec-10,9.91,0.08,0.81
27-Dec-10,9.83,-0.20,-1.99
23-Dec-10,10.03,0.04,0.40
22-Dec-10,9.99,0.04,0.40
21-Dec-10,9.95,0.12,1.22
20-Dec-10,9.83,0.05,0.51
17-Dec-10,9.78,0.13,1.35
16-Dec-10,9.65,0.04,0.42
15-Dec-10,9.61,-0.05,-0.52
14-Dec-10,9.66,-0.05,-0.51
13-Dec-10,9.71,-0.04,-0.41
10-Dec-10,9.75,0.01,0.10
09-Dec-10,9.74,0.05,0.52
08-Dec-10,9.69,0.05,0.52
07-Dec-10,9.64,0.02,0.21
06-Dec-10,9.62,0.08,0.84
03-Dec-10,9.54,0.04,0.42
02-Dec-10,9.50,0.08,0.85
01-Dec-10,9.42,0.14,1.51
30-Nov-10,9.28,0.03,0.32
29-Nov-10,9.25,0.01,0.11
26-Nov-10,9.24,0.02,0.22
25-Nov-10,9.22,0.10,1.10
24-Nov-10,9.12,0.12,1.33
23-Nov-10,9.00,0.02,0.22
22-Nov-10,8.98,0.12,1.35
19-Nov-10,8.86,-0.01,-0.11
18-Nov-10,8.87,0.09,1.03
17-Nov-10,8.78,-0.04,-0.45
16-Nov-10,8.82,-0.03,-0.34
15-Nov-10,8.85,0.05,0.57
12-Nov-10,8.80,-0.04,-0.45
11-Nov-10,8.84,-0.10,-1.12
10-Nov-10,8.94,-0.02,-0.22
09-Nov-10,8.96,0.06,0.67
08-Nov-10,8.90,0.10,1.14
05-Nov-10,8.80,0.09,1.03
04-Nov-10,8.71,0.03,0.35
03-Nov-10,8.68,0.05,0.58
02-Nov-10,8.63,-0.03,-0.35
29-Oct-10,8.66,-0.02,-0.23
28-Oct-10,8.68,0.00,0.00
27-Oct-10,8.68,0.05,0.58
26-Oct-10,8.63,0.00,0.00
25-Oct-10,8.63,0.09,1.05
22-Oct-10,8.54,0.05,0.59
21-Oct-10,8.49,0.03,0.35
20-Oct-10,8.46,-0.01,-0.12
19-Oct-10,8.47,-0.06,-0.70
18-Oct-10,8.53,0.10,1.19
15-Oct-10,8.43,0.04,0.48
14-Oct-10,8.39,-0.05,-0.59
13-Oct-10,8.44,0.14,1.69
12-Oct-10,8.30,0.01,0.12
11-Oct-10,8.29,0.05,0.61
08-Oct-10,8.24,-0.04,-0.48
07-Oct-10,8.28,-0.08,-0.96
06-Oct-10,8.36,-0.02,-0.24
05-Oct-10,8.38,-0.02,-0.24
04-Oct-10,8.40,-0.02,-0.24
01-Oct-10,8.42,-0.09,-1.06
30-Sep-10,8.51,0.03,0.35
29-Sep-10,8.48,0.03,0.36
28-Sep-10,8.45,-0.05,-0.59
27-Sep-10,8.50,0.03,0.35
24-Sep-10,8.47,0.03,0.36
23-Sep-10,8.44,0.00,0.00
22-Sep-10,8.44,-0.23,-2.65
21-Sep-10,8.67,-0.01,-0.12
20-Sep-10,8.68,0.05,0.58
17-Sep-10,8.63,0.03,0.35
16-Sep-10,8.60,-0.01,-0.12
15-Sep-10,8.61,-0.05,-0.58
14-Sep-10,8.66,0.02,0.23
13-Sep-10,8.64,0.05,0.58
10-Sep-10,8.59,-0.03,-0.35
09-Sep-10,8.62,0.06,0.70
08-Sep-10,8.56,0.00,0.00
07-Sep-10,8.56,0.00,0.00
06-Sep-10,8.56,0.02,0.23
03-Sep-10,8.54,0.15,1.79
02-Sep-10,8.39,0.12,1.45
01-Sep-10,8.27,0.07,0.85
31-Aug-10,8.20,-0.17,-2.03
30-Aug-10,8.37,0.14,1.70
27-Aug-10,8.23,-0.12,-1.44
26-Aug-10,8.35,0.08,0.97
25-Aug-10,8.27,-0.11,-1.31
24-Aug-10,8.38,-0.16,-1.87
23-Aug-10,8.54,0.04,0.47
20-Aug-10,8.50,0.04,0.47
19-Aug-10,8.46,0.02,0.24
18-Aug-10,8.44,0.04,0.48
17-Aug-10,8.40,0.05,0.60
16-Aug-10,8.35,-0.03,-0.36
13-Aug-10,8.38,0.03,0.36
12-Aug-10,8.35,-0.06,-0.71
11-Aug-10,8.41,-0.10,-1.18
10-Aug-10,8.51,-0.02,-0.23
09-Aug-10,8.53,0.00,0.00
06-Aug-10,8.53,-0.12,-1.39
05-Aug-10,8.65,0.04,0.46
04-Aug-10,8.61,0.00,0.00
03-Aug-10,8.61,0.01,0.12
02-Aug-10,8.60,0.07,0.82
30-Jul-10,8.53,-0.13,-1.50
29-Jul-10,8.66,-0.12,-1.37
28-Jul-10,8.78,-0.04,-0.45
27-Jul-10,8.82,0.04,0.46
26-Jul-10,8.78,0.04,0.46
23-Jul-10,8.74,0.10,1.16
22-Jul-10,8.64,-0.03,-0.35
21-Jul-10,8.67,0.21,2.48
20-Jul-10,8.46,-0.06,-0.70
19-Jul-10,8.52,-0.06,-0.70
16-Jul-10,8.58,-0.17,-1.94
15-Jul-10,8.75,-0.14,-1.57
14-Jul-10,8.89,0.14,1.60
13-Jul-10,8.75,-0.04,-0.46
12-Jul-10,8.79,0.14,1.62
09-Jul-10,8.65,0.06,0.70
08-Jul-10,8.59,0.21,2.51
07-Jul-10,8.38,-0.01,-0.12
06-Jul-10,8.39,0.14,1.70
05-Jul-10,8.25,0.01,0.12
02-Jul-10,8.24,-0.12,-1.44
01-Jul-10,8.36,-0.24,-2.79
30-Jun-10,8.60,-0.14,-1.60
29-Jun-10,8.74,-0.07,-0.79
28-Jun-10,8.81,-0.06,-0.68
25-Jun-10,8.87,-0.08,-0.89
24-Jun-10,8.95,-0.27,-2.93
22-Jun-10,9.22,-0.05,-0.54
21-Jun-10,9.27,0.13,1.42
18-Jun-10,9.14,0.02,0.22
17-Jun-10,9.12,0.02,0.22
16-Jun-10,9.10,0.08,0.89
15-Jun-10,9.02,0.01,0.11
14-Jun-10,9.01,0.07,0.78
11-Jun-10,8.94,0.09,1.02
10-Jun-10,8.85,0.05,0.57
09-Jun-10,8.80,0.00,0.00
08-Jun-10,8.80,-0.24,-2.65
07-Jun-10,9.04,-0.10,-1.09
04-Jun-10,9.14,0.08,0.88
03-Jun-10,9.06,0.22,2.49
02-Jun-10,8.84,-0.02,-0.23
01-Jun-10,8.86,0.03,0.34
31-May-10,8.83,-0.04,-0.45
28-May-10,8.87,0.01,0.11
27-May-10,8.86,0.09,1.03
26-May-10,8.77,0.29,3.42
25-May-10,8.48,-0.02,-0.24
21-May-10,8.50,-0.24,-2.75
20-May-10,8.74,-0.27,-3.00
19-May-10,9.01,-0.13,-1.42
18-May-10,9.14,0.04,0.44
17-May-10,9.10,-0.03,-0.33
14-May-10,9.13,-0.04,-0.44
12-May-10,9.17,0.16,1.78
11-May-10,9.01,0.06,0.67
10-May-10,8.95,0.16,1.82
07-May-10,8.79,-0.31,-3.41
06-May-10,9.10,0.06,0.66
05-May-10,9.04,-0.07,-0.77
04-May-10,9.11,0.02,0.22
03-May-10,9.09,-0.02,-0.22
30-Apr-10,9.11,-0.01,-0.11
29-Apr-10,9.12,0.02,0.22
28-Apr-10,9.10,-0.11,-1.19
27-Apr-10,9.21,-0.05,-0.54
26-Apr-10,9.26,0.04,0.43
23-Apr-10,9.22,0.13,1.43
22-Apr-10,9.09,-0.03,-0.33
21-Apr-10,9.12,0.16,1.79
20-Apr-10,8.96,0.03,0.34
19-Apr-10,8.93,-0.04,-0.45
16-Apr-10,8.97,0.00,0.00
15-Apr-10,8.97,0.10,1.13
14-Apr-10,8.87,0.08,0.91
13-Apr-10,8.79,0.04,0.46
12-Apr-10,8.75,-0.06,-0.68
09-Apr-10,8.81,0.00,0.00
08-Apr-10,8.81,-0.07,-0.79
07-Apr-10,8.88,0.03,0.34
06-Apr-10,8.85,0.12,1.37
01-Apr-10,8.73,0.11,1.28
31-Mar-10,8.62,-0.09,-1.03
30-Mar-10,8.71,0.02,0.23
29-Mar-10,8.69,-0.01,-0.11
26-Mar-10,8.70,-0.02,-0.23
25-Mar-10,8.72,0.03,0.35
24-Mar-10,8.69,0.15,1.76
23-Mar-10,8.54,-0.01,-0.12
22-Mar-10,8.55,0.07,0.83
19-Mar-10,8.48,0.03,0.36
18-Mar-10,8.45,0.04,0.48
17-Mar-10,8.41,0.13,1.57
16-Mar-10,8.28,0.04,0.49
15-Mar-10,8.24,-0.05,-0.60
12-Mar-10,8.29,0.00,0.00
11-Mar-10,8.29,0.00,0.00
10-Mar-10,8.29,0.04,0.48
09-Mar-10,8.25,0.05,0.61
08-Mar-10,8.20,0.01,0.12
05-Mar-10,8.19,0.13,1.61
04-Mar-10,8.06,-0.01,-0.12
03-Mar-10,8.07,-0.06,-0.74
02-Mar-10,8.13,0.11,1.37
01-Mar-10,8.02,0.14,1.78
26-Feb-10,7.88,0.03,0.38
25-Feb-10,7.85,-0.08,-1.01
24-Feb-10,7.93,-0.04,-0.50
23-Feb-10,7.97,0.00,0.00
22-Feb-10,7.97,0.00,0.00
19-Feb-10,7.97,0.03,0.38
18-Feb-10,7.94,0.04,0.51
17-Feb-10,7.90,0.08,1.02
16-Feb-10,7.82,0.04,0.51
15-Feb-10,7.78,0.08,1.04
12-Feb-10,7.70,0.04,0.52
11-Feb-10,7.66,-0.03,-0.39
10-Feb-10,7.69,0.08,1.05
09-Feb-10,7.61,-0.02,-0.26
08-Feb-10,7.63,0.11,1.46
05-Feb-10,7.52,-0.11,-1.44
04-Feb-10,7.63,-0.06,-0.78
03-Feb-10,7.69,0.12,1.59
02-Feb-10,7.57,0.07,0.93
01-Feb-10,7.50,-0.15,-1.96
29-Jan-10,7.65,-0.04,-0.52
28-Jan-10,7.69,0.04,0.52
27-Jan-10,7.65,0.02,0.26
26-Jan-10,7.63,-0.06,-0.78
25-Jan-10,7.69,-0.10,-1.28
22-Jan-10,7.79,-0.21,-2.62
21-Jan-10,8.00,0.05,0.63
20-Jan-10,7.95,0.04,0.51
19-Jan-10,7.91,0.06,0.76
18-Jan-10,7.85,-0.05,-0.63
15-Jan-10,7.90,0.01,0.13
14-Jan-10,7.89,0.16,2.07
13-Jan-10,7.73,-0.07,-0.90
12-Jan-10,7.80,-0.04,-0.51
11-Jan-10,7.84,-0.07,-0.88
08-Jan-10,7.91,0.00,0.00
07-Jan-10,7.91,-0.07,-0.88
06-Jan-10,7.98,0.05,0.63
05-Jan-10,7.93,0.04,0.51
04-Jan-10,7.89,0.02,0.25
31-Dec-09,7.87,-0.01,-0.13
30-Dec-09,7.88,0.06,0.77
29-Dec-09,7.82,-0.03,-0.38
28-Dec-09,7.85,0.08,1.03
23-Dec-09,7.77,0.04,0.52
22-Dec-09,7.73,0.10,1.31
21-Dec-09,7.63,0.10,1.33
18-Dec-09,7.53,0.05,0.67
17-Dec-09,7.48,0.02,0.27
16-Dec-09,7.46,0.06,0.81
15-Dec-09,7.40,0.04,0.54
14-Dec-09,7.36,0.00,0.00
11-Dec-09,7.36,0.05,0.68
10-Dec-09,7.31,0.09,1.25
09-Dec-09,7.22,0.00,0.00
08-Dec-09,7.22,-0.08,-1.10
07-Dec-09,7.30,0.03,0.41
04-Dec-09,7.27,0.09,1.25
03-Dec-09,7.18,0.04,0.56
02-Dec-09,7.14,0.03,0.42
01-Dec-09,7.11,0.11,1.57
30-Nov-09,7.00,-0.01,-0.14
27-Nov-09,7.01,-0.10,-1.41
26-Nov-09,7.11,0.00,0.00
25-Nov-09,7.11,-0.01,-0.14
24-Nov-09,7.12,-0.01,-0.14
23-Nov-09,7.13,0.06,0.85
20-Nov-09,7.07,-0.04,-0.56
19-Nov-09,7.11,-0.09,-1.25
18-Nov-09,7.20,-0.04,-0.55
17-Nov-09,7.24,0.05,0.70
16-Nov-09,7.19,0.08,1.13
13-Nov-09,7.11,-0.01,-0.14
12-Nov-09,7.12,0.08,1.14
11-Nov-09,7.04,0.02,0.28
10-Nov-09,7.02,0.08,1.15
09-Nov-09,6.94,0.02,0.29
06-Nov-09,6.92,0.07,1.02
05-Nov-09,6.85,0.03,0.44
04-Nov-09,6.82,0.05,0.74
03-Nov-09,6.77,0.05,0.74
02-Nov-09,6.72,-0.14,-2.04
30-Oct-09,6.86,0.02,0.29
29-Oct-09,6.84,0.00,0.00
28-Oct-09,6.84,-0.15,-2.15
27-Oct-09,6.99,-0.05,-0.71
26-Oct-09,7.04,-0.02,-0.28
23-Oct-09,7.06,0.09,1.29
22-Oct-09,6.97,-0.12,-1.69
21-Oct-09,7.09,0.03,0.42
20-Oct-09,7.06,0.07,1.00
19-Oct-09,6.99,-0.02,-0.29
16-Oct-09,7.01,-0.04,-0.57
15-Oct-09,7.05,-0.03,-0.42
14-Oct-09,7.08,0.06,0.85
13-Oct-09,7.02,-0.04,-0.57
12-Oct-09,7.06,0.05,0.71
09-Oct-09,7.01,0.07,1.01
08-Oct-09,6.94,0.01,0.14
07-Oct-09,6.93,0.05,0.73
06-Oct-09,6.88,0.05,0.73
05-Oct-09,6.83,0.02,0.29
02-Oct-09,6.81,-0.18,-2.58
01-Oct-09,6.99,0.01,0.14
30-Sep-09,6.98,-0.14,-1.97
29-Sep-09,7.12,0.11,1.57
28-Sep-09,7.01,0.02,0.29
25-Sep-09,6.99,-0.08,-1.13
24-Sep-09,7.07,0.00,0.00
23-Sep-09,7.07,0.03,0.43
22-Sep-09,7.04,0.01,0.14
21-Sep-09,7.03,-0.05,-0.71
18-Sep-09,7.08,0.00,0.00
17-Sep-09,7.08,0.03,0.43
16-Sep-09,7.05,0.01,0.14
15-Sep-09,7.04,0.06,0.86
14-Sep-09,6.98,-0.08,-1.13
11-Sep-09,7.06,0.05,0.71
10-Sep-09,7.01,0.10,1.45
09-Sep-09,6.91,-0.02,-0.29
08-Sep-09,6.93,0.00,0.00
07-Sep-09,6.93,0.07,1.02
04-Sep-09,6.86,0.08,1.18
03-Sep-09,6.78,-0.03,-0.44
02-Sep-09,6.81,-0.13,-1.87
01-Sep-09,6.94,0.05,0.73
31-Aug-09,6.89,-0.09,-1.29
28-Aug-09,6.98,0.08,1.16
27-Aug-09,6.90,-0.05,-0.72
26-Aug-09,6.95,0.04,0.58
25-Aug-09,6.91,-0.03,-0.43
24-Aug-09,6.94,0.13,1.91
21-Aug-09,6.81,0.00,0.00
20-Aug-09,6.81,0.11,1.64
19-Aug-09,6.70,-0.03,-0.45
18-Aug-09,6.73,-0.02,-0.30
17-Aug-09,6.75,-0.09,-1.32
14-Aug-09,6.84,0.03,0.44
13-Aug-09,6.81,0.06,0.89
12-Aug-09,6.75,-0.04,-0.59
11-Aug-09,6.79,-0.05,-0.73
10-Aug-09,6.84,0.06,0.88
07-Aug-09,6.78,0.06,0.89
06-Aug-09,6.72,-0.02,-0.30
05-Aug-09,6.74,-0.03,-0.44
04-Aug-09,6.77,0.00,0.00
03-Aug-09,6.77,-0.06,-0.88
31-Jul-09,6.83,-0.05,-0.73
30-Jul-09,6.88,0.17,2.53
29-Jul-09,6.71,0.03,0.45
28-Jul-09,6.68,0.02,0.30
27-Jul-09,6.66,0.07,1.06
24-Jul-09,6.59,-0.02,-0.30
23-Jul-09,6.61,0.04,0.61
22-Jul-09,6.57,0.08,1.23
21-Jul-09,6.49,0.01,0.15
20-Jul-09,6.48,0.05,0.78
17-Jul-09,6.43,-0.02,-0.31
16-Jul-09,6.45,0.08,1.26
15-Jul-09,6.37,0.14,2.25
14-Jul-09,6.23,0.13,2.13
13-Jul-09,6.10,-0.04,-0.65
10-Jul-09,6.14,0.03,0.49
09-Jul-09,6.11,0.04,0.66
08-Jul-09,6.07,-0.10,-1.62
07-Jul-09,6.17,-0.03,-0.48
06-Jul-09,6.20,-0.06,-0.96
03-Jul-09,6.26,0.01,0.16
02-Jul-09,6.25,-0.09,-1.42
01-Jul-09,6.34,-0.02,-0.31
30-Jun-09,6.36,0.05,0.79
29-Jun-09,6.31,0.03,0.48
26-Jun-09,6.28,0.02,0.32
25-Jun-09,6.26,0.07,1.13
24-Jun-09,6.19,-0.05,-0.80
22-Jun-09,6.24,-0.10,-1.58
19-Jun-09,6.34,0.16,2.59
18-Jun-09,6.18,-0.07,-1.12
17-Jun-09,6.25,-0.12,-1.88
16-Jun-09,6.37,-0.04,-0.62
15-Jun-09,6.41,0.00,0.00
12-Jun-09,6.41,-0.06,-0.93
11-Jun-09,6.47,0.05,0.78
10-Jun-09,6.42,0.03,0.47
09-Jun-09,6.39,0.07,1.11
08-Jun-09,6.32,-0.02,-0.32
05-Jun-09,6.34,0.10,1.60
04-Jun-09,6.24,0.06,0.97
03-Jun-09,6.18,-0.10,-1.59
02-Jun-09,6.28,0.23,3.80
29-May-09,6.05,-0.02,-0.33
28-May-09,6.07,-0.04,-0.65
27-May-09,6.11,0.14,2.35
26-May-09,5.97,0.04,0.67
25-May-09,5.93,0.02,0.34
22-May-09,5.91,-0.31,-4.98
20-May-09,6.22,0.01,0.16
19-May-09,6.21,0.07,1.14
18-May-09,6.14,0.05,0.82
15-May-09,6.09,0.13,2.18
14-May-09,5.96,-0.03,-0.50
13-May-09,5.99,-0.09,-1.48
12-May-09,6.08,0.01,0.16
11-May-09,6.07,-0.13,-2.10
08-May-09,6.20,-0.09,-1.43
07-May-09,6.29,-0.14,-2.18
06-May-09,6.43,0.07,1.10
05-May-09,6.36,0.02,0.32
04-May-09,6.34,-0.01,-0.16
30-Apr-09,6.35,0.24,3.93
29-Apr-09,6.11,0.05,0.83
28-Apr-09,6.06,-0.04,-0.66
27-Apr-09,6.10,0.12,2.01
24-Apr-09,5.98,-0.02,-0.33
23-Apr-09,6.00,0.04,0.67
22-Apr-09,5.96,0.05,0.85
21-Apr-09,5.91,-0.01,-0.17
20-Apr-09,5.92,-0.08,-1.33
17-Apr-09,6.00,0.13,2.21
16-Apr-09,5.87,0.16,2.80
15-Apr-09,5.71,-0.05,-0.87
14-Apr-09,5.76,-0.03,-0.52
09-Apr-09,5.79,0.20,3.58
08-Apr-09,5.59,0.03,0.54
07-Apr-09,5.56,0.01,0.18
06-Apr-09,5.55,-0.05,-0.89
03-Apr-09,5.60,0.07,1.27
02-Apr-09,5.53,0.29,5.53
01-Apr-09,5.24,0.00,0.00
31-Mar-09,5.24,0.00,0.00
30-Mar-09,5.24,-0.13,-2.42
27-Mar-09,5.37,0.10,1.90
26-Mar-09,5.27,0.04,0.76
25-Mar-09,5.23,0.07,1.36
24-Mar-09,5.16,0.06,1.18
23-Mar-09,5.10,0.06,1.19
20-Mar-09,5.04,0.00,0.00
19-Mar-09,5.04,-0.06,-1.18
18-Mar-09,5.10,0.01,0.20
17-Mar-09,5.09,0.02,0.39
16-Mar-09,5.07,-0.08,-1.55
13-Mar-09,5.15,0.09,1.78
12-Mar-09,5.06,-0.01,-0.20
11-Mar-09,5.07,0.26,5.41
10-Mar-09,4.81,0.09,1.91
09-Mar-09,4.72,-0.06,-1.26
06-Mar-09,4.78,-0.18,-3.63
05-Mar-09,4.96,0.00,0.00
04-Mar-09,4.96,0.05,1.02
03-Mar-09,4.91,-0.08,-1.60
02-Mar-09,4.99,-0.05,-0.99
27-Feb-09,5.04,-0.01,-0.20
26-Feb-09,5.05,0.03,0.60
25-Feb-09,5.02,0.10,2.03
24-Feb-09,4.92,-0.08,-1.60
23-Feb-09,5.00,-0.08,-1.57
20-Feb-09,5.08,-0.13,-2.50
19-Feb-09,5.21,-0.08,-1.51
18-Feb-09,5.29,-0.03,-0.56
17-Feb-09,5.32,-0.13,-2.39
16-Feb-09,5.45,0.03,0.55
13-Feb-09,5.42,0.07,1.31
12-Feb-09,5.35,-0.03,-0.56
11-Feb-09,5.38,-0.13,-2.36
10-Feb-09,5.51,0.01,0.18
09-Feb-09,5.50,-0.02,-0.36
06-Feb-09,5.52,0.22,4.15
05-Feb-09,5.30,-0.07,-1.30
04-Feb-09,5.37,0.23,4.47
03-Feb-09,5.14,0.00,0.00
02-Feb-09,5.14,-0.10,-1.91
30-Jan-09,5.24,-0.01,-0.19
29-Jan-09,5.25,0.03,0.57
28-Jan-09,5.22,0.08,1.56
27-Jan-09,5.14,0.04,0.78
26-Jan-09,5.10,0.03,0.59
23-Jan-09,5.07,0.02,0.40
22-Jan-09,5.05,-0.03,-0.59
21-Jan-09,5.08,0.00,0.00
20-Jan-09,5.08,-0.07,-1.36
19-Jan-09,5.15,0.03,0.59
16-Jan-09,5.12,0.03,0.59
15-Jan-09,5.09,-0.15,-2.86
14-Jan-09,5.24,-0.11,-2.06
13-Jan-09,5.35,0.01,0.19
12-Jan-09,5.34,0.03,0.56
09-Jan-09,5.31,0.06,1.14
08-Jan-09,5.25,-0.18,-3.31
07-Jan-09,5.43,-0.17,-3.04
06-Jan-09,5.60,0.23,4.28
05-Jan-09,5.37,0.26,5.09
02-Jan-09,5.11,0.04,0.79
31-Dec-08,5.07,0.14,2.84
30-Dec-08,4.93,0.05,1.02
